T,age,education,black,hispanic,married,nodegree,re75,loss_time,legal_issue,Y_cf0,Y_cf1
0,18,11,1,0,0,1,0,1.421917063,1.408015144,0,0
0,20,10,1,0,0,1,2749.977,1.085693796,1.091605393,1,1
0,17,10,0,1,0,1,0,2.484232969,2.494929343,1,1
0,19,11,1,0,0,1,0,2.146394185,2.173532231,0,0
0,19,9,1,0,0,1,1537.929,1.562381038,1.451039956,1,1
0,17,10,1,0,0,1,0,2.578919844,3.009014223,1,1
0,20,11,1,0,0,1,8012.085,1.717884681,1.901344677,1,1
0,17,8,1,0,0,1,768.8102,2.382020972,2.700350165,1,1
0,18,8,0,0,0,1,1345.909,1.821139586,1.918333321,1,1
0,20,10,1,0,0,1,825.2301,2.640244874,2.958597052,0,0
0,17,9,0,1,0,1,0,2.648241273,2.98847764,1,1
0,17,9,1,0,0,1,1206.441,1.791891179,1.83305924,0,1
0,19,11,1,0,0,1,0,2.49794617,2.606216947,0,0
0,18,10,1,0,0,1,0,2.264301143,2.407587663,1,1
1,37,11,1,0,1,1,0,2.580995848,2.766597794,0,1
1,22,9,0,1,0,1,0,1.749413597,1.485996607,0,1
1,30,12,1,0,0,0,0,2.188124874,2.147449633,0,1
1,27,11,1,0,0,1,0,2.364355598,2.414582088,0,1
1,33,8,1,0,0,1,0,1.445850537,1.129515236,1,1
1,22,9,1,0,0,1,0,1.416893307,1.493759071,1,1
1,23,12,1,0,0,0,0,0.826031491,0.63055402,0,0
1,32,11,1,0,0,1,0,1.869941096,1.75082274,0,1
1,22,16,1,0,0,0,0,2.124056957,2.25540748,1,1
1,33,12,0,0,1,0,0,2.113840807,2.370985235,1,1
1,19,9,1,0,0,1,0,2.015945585,2.025514324,0,1
1,21,13,1,0,0,0,0,2.652891,2.696656182,1,1
1,18,8,1,0,0,1,0,1.416429256,1.377675736,0,0
1,27,10,1,0,1,1,0,1.444703683,1.129122635,0,1
1,17,7,1,0,0,1,0,1.968342695,1.962304957,1,1
1,19,10,1,0,0,1,0,2.133158224,2.235640616,1,1
1,27,13,1,0,0,0,0,1.791699664,1.820436947,0,1
1,23,10,1,0,0,1,0,0.939128632,1.212979748,0,1
1,40,12,1,0,0,0,0,1.731285312,1.631614925,0,1
1,26,12,1,0,0,0,0,1.173538346,1.151613983,0,1
1,23,11,1,0,0,1,0,2.32467372,2.316257433,0,0
1,41,14,0,0,0,0,0,1.449322056,1.354214055,0,1
1,38,9,0,0,0,1,0,1.495687414,1.569012564,0,1
1,24,11,1,0,0,1,0,1.744684791,1.733469865,0,1
1,33,11,1,0,0,1,7867.916,1.17551942,1.148897608,1,1
1,18,10,1,0,0,1,0,1.95869809,1.945398743,0,1
1,29,11,1,0,1,1,0,2.323457485,2.532186905,0,1
1,25,11,1,0,0,1,0,1.624042376,1.381148361,0,1
1,27,10,0,1,0,1,0,2.146093486,2.214780462,0,1
1,17,10,1,0,0,1,0,1.698754539,1.661772729,1,1
1,24,11,1,0,0,1,0,1.622757186,1.639797555,0,1
1,17,10,1,0,0,1,0,1.930236776,1.925631581,0,0
1,26,11,1,0,1,1,2754.646,1.16662354,1.240819382,1,1
1,48,4,1,0,0,1,0,1.649940481,1.69038032,1,1
1,25,11,1,0,1,1,0,1.374348175,1.302924972,1,1
1,20,12,1,0,0,0,0,2.939298831,3.185024037,0,0
1,25,12,1,0,0,0,0,1.893295494,1.911567731,0,1
1,42,14,1,0,0,0,0,1.212530562,1.082172158,0,1
1,25,5,1,0,0,1,0,2.065441716,2.098652706,0,1
1,23,12,1,0,1,0,0,1.76800836,1.802729499,0,1
1,46,8,1,0,1,1,0,1.859484205,1.81209638,0,1
1,24,10,1,0,0,1,0,2.233363117,2.372308083,0,0
1,21,12,1,0,0,0,0,2.248495275,2.475565957,0,1
1,19,9,0,0,0,1,0,1.723121804,1.703788365,0,1
1,17,8,1,0,0,1,0,1.705887795,1.639527813,0,1
1,18,8,0,1,1,1,0,1.905358539,1.865456788,1,1
1,20,11,1,0,0,1,0,1.014339966,0.443008089,0,1
1,25,11,1,0,1,1,0,1.223661019,1.232577428,0,0
1,17,8,1,0,0,1,0,2.676773496,2.881278722,0,0
1,17,9,1,0,0,1,0,2.853057486,2.893365686,0,0
1,25,5,1,0,0,1,0,1.910724231,1.891113472,0,1
1,23,12,1,0,0,0,0,2.191487494,2.305110135,1,1
1,28,8,1,0,0,1,0,2.10500676,2.170013831,0,0
1,31,11,1,0,1,1,0,3.175660472,3.732495499,0,1
1,18,11,1,0,0,1,0,2.518475972,2.529691684,0,0
1,25,12,1,0,0,0,0,1.795194872,1.800158879,0,1
1,30,11,1,0,1,1,0,1.485740597,1.347682756,0,1
1,17,10,1,0,0,1,0,1.110137991,1.025516311,0,0
1,37,9,1,0,0,1,0,2.04592882,2.018778026,0,1
1,41,4,1,0,1,1,0,1.673230528,1.750561012,0,1
1,42,14,1,0,1,0,0,0.690070393,0.110040989,0,1
1,22,11,0,0,0,1,0,1.653538083,1.581516115,1,1
1,17,8,1,0,0,1,0,1.453142806,1.323692471,0,0
1,29,8,1,0,0,1,0,2.700391016,2.736712267,0,1
1,28,10,1,0,0,1,2836.506,2.120636007,2.200870233,0,1
1,35,10,1,0,0,1,0,1.949720097,1.929013762,0,1
1,27,11,1,0,0,1,0,2.525115931,2.72064327,0,1
1,29,4,1,0,0,1,0,2.0283566,2.022452328,0,1
1,28,9,1,0,0,1,0,1.624031346,1.532728558,0,1
1,27,11,1,0,0,1,0,2.541584015,2.644864784,0,0
1,23,7,0,0,0,1,0,2.159096685,2.293511592,0,0
1,45,5,1,0,1,1,0,1.488744545,1.45476479,0,1
1,29,13,1,0,0,0,0,1.688381309,1.723780389,1,1
1,27,9,1,0,0,1,0,1.685720958,1.485715878,0,0
1,46,13,1,0,0,0,0,1.058816622,0.398015159,0,1
1,18,6,1,0,0,1,0,2.380137908,2.547264126,0,0
1,25,12,1,0,0,0,0,3.019991751,3.199203,0,1
1,28,15,1,0,0,0,0,0.87988,0.847732449,1,1
1,31,9,1,0,0,1,1698.607,2.047814201,2.06882498,0,1
1,25,11,0,0,0,1,0,1.580317321,1.538848776,0,1
1,22,12,1,0,0,0,0,1.679847036,1.608064148,1,1
1,28,11,1,0,0,1,1284.079,1.653937358,1.496943931,0,1
1,21,9,1,0,0,1,0,1.628820689,1.476285808,0,0
1,40,11,1,0,0,1,0,1.956026469,1.902361236,0,1
1,22,11,1,0,0,1,0,1.520295811,1.573443854,0,1
1,25,12,1,0,0,0,0,2.034688095,2.075446698,0,0
1,27,9,1,0,1,1,934.4454,1.785722842,1.862988129,0,1
1,23,10,1,0,1,1,936.4386,1.77027247,1.806695963,0,1
1,29,10,1,0,0,1,4398.95,1.355162174,1.513888602,0,0
1,18,12,1,0,0,0,0,1.579557674,1.70819583,1,1
1,38,12,0,0,0,0,0,1.881520143,1.979182991,1,1
1,27,13,1,0,0,0,0,2.037975881,2.111096291,0,0
1,27,8,1,0,0,1,0,1.671368985,1.463515692,0,0
1,38,11,1,0,0,1,0,1.970230232,1.950782548,0,0
1,23,8,0,1,0,1,0,2.184384773,2.379725622,1,1
1,26,11,1,0,0,1,0,1.417309995,1.072576042,0,1
1,42,9,1,0,1,1,3058.531,1.769462227,1.872753368,1,1
1,21,12,0,0,0,0,0,1.475747975,1.466684378,0,1
1,25,8,1,0,0,1,0,2.165972436,2.341049489,0,0
1,31,11,1,0,1,1,0,1.600248442,1.503560768,0,1
1,17,10,1,0,0,1,0,1.001604438,0.809919364,0,0
1,19,8,1,0,0,1,2657.057,1.493886899,1.300433058,0,1
1,29,14,1,0,0,0,679.6734,1.141098593,1.328342922,1,1
1,25,11,1,0,0,1,0,2.056710371,2.116944542,0,0
1,21,12,1,0,0,0,0,1.501293721,1.494817768,0,1
1,44,11,1,0,0,1,0,2.206848955,2.105306074,0,0
1,19,10,1,0,0,1,385.2741,1.346119137,1.137169659,0,1
1,25,12,0,0,0,0,0,1.698882487,1.765054465,0,1
1,18,10,1,0,0,1,798.9079,1.376522106,1.400150926,0,1
1,18,9,1,0,0,1,0,1.705205854,1.664248661,0,1
1,19,9,1,0,0,1,798.9079,1.966860369,1.997421601,0,1
1,18,9,1,0,0,1,3287.375,1.489515957,1.473748652,0,1
1,26,11,1,0,1,1,1392.853,1.489858892,1.602561901,1,1
1,42,12,1,0,0,0,0,2.204995654,2.327373928,0,1
1,25,10,1,0,0,1,0,1.78770231,1.616509738,0,0
1,31,9,0,1,0,1,0,2.39534778,2.472195631,0,1
1,24,10,1,0,0,1,0,1.505038725,1.317285937,0,0
1,26,10,1,0,0,1,0,2.129232816,2.320810126,0,1
1,20,12,1,0,0,0,377.5686,2.399484836,2.822561231,0,1
1,19,10,0,0,0,1,5324.109,0.867583247,0.756584076,1,1
1,25,11,1,0,0,1,0,1.689642067,1.631145766,0,1
1,23,8,0,0,1,1,1713.15,1.925008438,2.223183625,1,1
1,31,12,0,0,0,0,2611.218,0.533989533,0.65624738,1,1
1,18,11,1,0,0,1,0,2.160669703,2.220949557,0,1
1,19,11,1,0,0,1,0,1.733977702,1.637007792,0,1
1,43,9,1,0,0,1,0,2.003322869,1.948821365,0,0
1,27,13,1,0,0,0,0,1.734939948,1.776257966,0,1
1,26,11,0,0,0,1,2226.266,2.168940066,2.312926017,0,1
1,29,10,0,1,0,1,8853.674,1.738247094,1.898396583,0,1
1,17,9,1,0,0,1,0,2.168371494,2.214990549,0,1
1,30,11,1,0,0,1,0,1.799904736,1.734389724,0,0
1,17,10,1,0,0,1,156.9491,1.755771002,1.801382817,1,1
1,20,12,0,0,1,0,8644.156,0.383345698,0.550218911,1,1
1,17,9,1,0,0,1,375.1047,2.155480276,2.21149732,0,1
1,18,12,1,0,0,0,562.657,1.589510366,1.563374844,0,0
1,21,11,0,1,0,1,1395.39,1.933035656,2.018252076,0,0
1,30,11,1,0,0,1,1913.034,2.307880467,2.439140127,0,0
1,18,11,0,1,0,1,5491.535,2.061904215,2.34380934,1,1
1,20,12,1,0,0,0,9227.559,1.407221089,1.470836497,0,0
1,20,6,0,1,1,1,10802.98,2.361105292,2.738142858,0,1
1,20,10,1,0,0,1,11073.09,1.660150582,1.686500529,0,0
1,25,8,1,0,0,1,37431.66,1.218675793,0.910543268,1,1
1,17,9,0,0,0,1,1618.15,1.425056656,1.532307144,0,1
1,18,10,0,1,0,1,2589.042,1.060734206,1.025743865,0,0
1,19,9,0,1,0,1,6511.124,1.719359092,1.702058098,0,1
1,19,11,1,0,0,1,192.7995,1.93876809,1.962066808,0,1
1,27,10,0,1,0,1,421.3024,2.542362324,2.556255837,0,1
1,18,12,0,1,0,0,535.5533,1.825314917,2.003348587,0,1
1,22,11,1,0,0,1,606.9609,1.806834612,1.800367609,0,1
1,20,9,1,0,0,1,660.5159,2.205447863,2.37784818,0,1
1,20,11,1,0,0,1,696.2192,1.228584483,0.766580281,0,0
1,18,10,1,0,0,1,699.7896,2.038922266,2.096673748,1,1
1,17,10,1,0,0,1,856.8864,2.258701793,2.344007654,0,1
1,26,12,1,0,0,0,1088.907,0.71923546,0.718889124,1,1
1,22,10,1,0,0,1,1071.108,2.238823543,2.384201802,0,1
1,20,12,1,0,0,0,1160.366,1.811712225,1.968414587,0,1
1,18,8,1,0,0,1,1199.641,1.810305428,1.745419919,0,0
1,18,9,1,0,0,1,1285.33,2.201997599,2.281403409,0,1
1,18,10,1,0,0,1,1371.017,2.795843675,3.099458753,0,1
1,19,10,1,0,0,1,1374.587,2.004098934,2.071846821,0,1
1,18,9,0,1,0,1,1713.773,2.002038457,2.084746195,0,1
1,17,10,0,1,0,1,2202.796,1.731795876,1.689447229,1,1
1,19,11,1,0,0,1,1927.995,1.648799835,1.476312798,1,1
1,27,11,1,0,1,1,2142.217,1.895073699,2.113281063,1,1
1,19,10,1,0,0,1,3213.113,1.47178885,1.405963378,1,1
1,19,9,0,1,0,1,3276.15,1.908287862,1.974119913,1,1
1,27,10,1,0,0,1,3213.322,1.661657901,1.608071159,0,1
1,21,11,1,0,1,1,4167.998,1.901465684,2.150905651,1,1
1,29,10,1,0,1,1,4923.263,1.71205238,1.897313342,1,1
1,34,11,0,1,0,1,4641.467,1.847713241,2.165737847,0,1
1,25,10,0,0,0,1,4712.874,1.334241662,1.433857863,1,1
1,31,13,0,0,0,0,5498.35,0.033304766,0.145076405,1,1
1,41,9,1,0,1,1,5783.981,1.102753071,0.889365371,0,0
1,21,11,0,1,0,1,6658.562,1.630786064,1.612437114,1,1
1,20,11,1,0,0,1,6426.646,2.025920149,2.100650859,1,1
1,24,12,0,1,1,0,7212.11,1.226272299,1.580129977,1,1
1,41,9,1,0,1,1,7212.12,1.077610262,1.042278505,1,1
1,21,12,0,0,0,0,7390.634,1.527623938,1.993306943,1,1
1,22,11,1,0,0,1,7497.752,2.412968029,2.617035314,1,1
1,20,9,0,1,0,1,8015.442,2.035451771,2.187453616,1,1
1,17,11,1,0,0,1,8497.436,2.496095944,3.042789248,0,1
1,24,11,1,0,0,1,9180.92,1.475411676,1.610690291,0,0
1,23,12,1,0,1,0,15079.95,0.249596454,0.17042246,1,1
1,23,10,1,0,0,1,15709.56,1.192294287,0.857610181,1,1
1,26,11,0,0,0,1,22959.76,1.866600071,2.606759696,0,1
1,21,13,1,0,0,0,24806.83,1.606416401,1.877752186,1,1
1,18,10,1,0,1,1,1958.096,1.847171486,1.898717285,0,1
1,22,10,1,0,0,1,653.9542,1.997735611,2.073620563,0,1
1,17,10,1,0,0,1,1000.55,1.501799477,1.305617034,1,1
1,20,7,1,0,0,1,1569.49,3.286387907,3.432770729,0,1
1,17,9,1,0,0,1,1667.583,1.978925218,2.042287438,0,1
1,23,11,1,0,0,1,1961.864,1.855049313,1.958051535,1,1
1,32,10,1,0,0,1,2321.537,1.982637712,2.264929911,1,1
1,19,12,1,0,0,0,2534.072,1.890826558,2.095249531,0,1
1,30,10,1,0,0,1,2615.817,1.87256079,1.98094272,0,0
1,25,12,1,0,0,0,2746.608,0.988572614,1.119204135,1,1
1,26,11,0,0,0,1,4676.457,1.704440892,1.86565104,1,1
1,19,10,1,0,0,1,3473.808,2.804211147,2.907945731,0,1
1,19,8,0,0,0,1,3416.907,2.363701145,2.745073998,0,1
1,20,10,1,0,0,1,5100.839,2.324484163,2.801505682,0,1
1,21,11,1,0,0,1,5310.107,1.71047372,1.725274954,0,1
1,23,12,1,0,0,0,7841.972,1.007282525,1.218269731,1,1
1,19,11,1,0,0,1,6409.027,1.797506319,1.853039611,0,1
1,22,11,1,0,0,1,8774.791,1.808774229,1.912925868,1,1
1,23,12,1,0,0,0,7782.042,1.760584621,2.210605181,1,1
1,26,10,1,0,1,1,8141.703,0.746205546,0.853772981,1,1
1,24,12,1,0,0,0,12982.34,1.906291422,2.521513682,0,0
1,18,10,0,1,0,1,12625.51,1.774160337,1.824650001,0,0
1,27,11,1,0,0,1,14223.5,1.4987361,1.579995888,0,1
1,21,11,0,1,0,1,17983.71,1.280685208,1.234565604,1,1
1,25,8,0,0,0,1,23096.65,0.624414738,0.957290092,1,1
1,21,12,1,0,0,0,807.9511,2.067753468,2.214837616,0,1
1,19,11,1,0,0,1,532.2536,1.945002458,1.984087319,0,0
1,18,11,1,0,0,1,851.6061,1.291123125,1.266789436,0,0
1,34,7,1,0,0,1,857.5195,1.455896132,1.295896729,0,0
1,21,11,0,0,0,1,946.2279,1.594791416,1.647677351,1,1
1,25,9,1,0,0,1,1536.503,2.544276671,2.931399601,0,1
1,17,9,1,0,0,1,1341.651,1.871429761,1.833741647,1,1
1,28,8,1,0,0,1,1182.786,1.317813459,1.12363892,1,1
1,18,9,1,0,0,1,1182.786,1.858063267,1.8437082,1,1
1,27,12,1,0,0,0,4310.455,1.236015295,1.357032223,0,0
1,23,9,1,0,0,1,1774.18,1.080156487,0.273341466,0,1
1,19,8,0,1,0,1,1862.889,1.897946539,1.920017082,0,1
1,21,11,1,0,0,1,2158.585,1.762730838,1.789221589,0,0
1,21,11,1,0,0,1,2217.724,2.152308097,2.246069097,0,1
1,23,10,1,0,0,1,2217.724,2.635816652,2.893399836,0,0
1,27,9,1,0,0,1,2294.605,2.249621547,2.51559766,0,1
1,27,11,1,0,0,1,2483.852,1.67155292,1.765827616,0,0
1,23,12,0,0,0,0,3903.195,0.527498246,0.42950935,1,1
1,27,8,1,0,0,1,7218.277,2.947958972,3.312318726,0,1
1,28,11,1,0,1,1,6952.58,1.486473744,1.688470419,1,1
1,25,12,1,0,0,0,5204.259,1.388123768,1.57238411,0,0
1,20,12,1,0,0,0,6085.421,1.553552786,1.694589021,1,1
1,26,12,1,0,0,0,6608.803,1.398971432,1.605513506,0,1
1,23,10,1,0,1,1,10495.08,1.634784581,1.774353945,0,1
1,49,8,0,0,1,1,7285.948,0.832487453,0.257460317,1,1
1,19,11,1,0,0,1,10224.37,1.637341267,1.591458153,0,1
1,21,13,0,0,0,0,8616.852,0.783478322,1.090921174,1,1
1,27,12,1,0,1,0,7806.387,0.511681799,0.687991018,1,1
1,23,11,1,0,0,1,8959.589,1.496577598,1.436117841,1,1
1,22,11,1,0,0,1,12170.94,1.822626189,1.923450859,1,1
1,24,15,1,0,0,0,13008.5,0.553435159,0.796483319,1,1
1,24,12,1,0,0,0,18154.06,2.095952468,2.493674694,0,0
1,18,11,1,0,0,1,214.5636,0.875849702,0.381284591,1,1
1,17,10,1,0,0,1,5793.852,2.343666367,2.569456426,0,1
1,17,9,1,0,0,1,1253.439,2.371730786,2.646331878,0,1
1,28,11,1,0,0,1,6871.856,0.719370611,0.848906269,0,0
1,27,11,1,0,0,1,2666.274,1.63761675,1.640524366,0,0
1,19,11,1,0,0,1,2615.276,1.787788106,1.7446958,0,1
1,18,11,0,0,0,1,919.5579,1.297370318,1.26709418,1,1
1,24,10,1,0,0,1,2421.947,1.62243852,1.611372665,0,1
1,23,12,1,0,0,0,3039.96,1.108153047,1.064020466,1,1
1,21,9,1,0,0,1,5749.331,2.578949544,2.811846141,0,1
1,21,12,1,0,0,0,3332.409,1.995581202,2.084472662,0,1
1,24,9,1,0,0,1,2288.675,2.323427096,2.610894653,0,1
1,20,9,0,1,0,1,5875.049,2.147976799,2.424099324,0,1
1,25,13,1,0,0,0,3090.732,0.640733013,0.719057586,0,0
1,35,8,1,0,1,1,17976.15,1.304061927,1.418089413,1,1
1,17,9,0,1,0,1,74.34345,2.097239788,2.210541443,0,1
1,24,11,1,0,1,1,1666.113,1.304957746,1.225832597,0,1
1,20,12,1,0,0,0,165.2077,2.020134649,2.21094849,0,0
1,21,8,1,0,0,1,3695.897,1.846343594,1.806882558,0,1
1,18,10,1,0,0,1,1784.274,1.801933678,1.711349847,0,1
1,27,12,1,0,0,0,357.9499,1.907599782,2.141091863,0,1
1,22,9,1,0,0,1,3836.986,2.052057962,2.181598046,1,1
1,46,8,1,0,0,1,2594.723,1.650785515,1.567057212,0,0
1,19,10,1,0,0,1,6056.754,2.389400228,2.609755104,0,0
1,19,11,0,1,1,1,5463.803,1.324631456,1.176366026,1,1
1,22,12,1,0,0,0,936.1773,1.910705896,2.103903152,0,0
1,22,12,0,0,0,0,8455.504,1.218124516,1.608316031,1,1
1,26,12,1,0,1,0,5794.831,0.812970896,1.002087352,1,1
1,29,12,1,0,0,0,4878.937,1.357137809,1.584183905,1,1
1,31,9,1,0,0,1,5517.841,1.097175494,1.191300829,0,1
1,29,12,1,0,0,0,1817.284,1.881256452,2.063323039,0,0
1,35,9,1,0,1,1,13830.64,1.359482753,1.517136587,1,1
1,25,12,1,0,0,0,2409.274,1.173653251,1.34748537,0,0
1,22,12,0,1,1,0,7055.702,1.545734683,1.944960476,1,1
1,27,10,1,0,0,1,3550.075,1.504445207,1.615050484,0,0
1,22,10,1,0,1,1,5588.664,1.280925404,1.158926197,1,1
1,19,8,1,0,0,1,2937.264,1.278905886,1.164184818,1,1
1,20,11,1,0,0,1,1220.836,2.143939205,2.31646256,0,1
1,21,12,0,0,0,0,334.0494,0.872163751,0.856701104,1,1
1,27,12,1,0,1,0,334.0493,2.403781335,2.69259772,0,0
1,20,10,1,0,0,1,2777.355,1.220421448,0.894925164,1,1
1,23,12,1,0,0,0,501.0741,2.310639027,2.679576047,0,1
1,27,13,0,0,1,0,853.7225,0.410768767,0.698697929,0,0
1,23,12,0,1,0,0,1117.439,1.393831715,1.553764635,0,1
1,24,12,1,0,0,0,2842.764,1.270070671,1.31916928,1,1
1,20,11,1,0,0,1,1484.994,2.03088438,2.174105585,0,1
1,26,10,1,0,0,1,6788.958,1.769424175,1.856351848,1,1
1,25,14,1,0,1,0,11536.57,1.213638978,1.633632832,0,1
1,26,10,1,0,1,1,0,1.99401946,2.020244437,0,0
1,20,9,1,0,0,1,0,2.040968231,2.074833028,0,1
1,31,4,1,0,0,1,4023.211,1.766516146,1.765326419,1,1
1,24,10,1,0,1,1,4078.152,1.697894631,1.82496291,0,0
1,33,11,1,0,1,1,25142.24,1.302091958,1.512902277,0,1
1,33,12,1,0,1,0,10941.35,-0.341207042,-0.851201649,1,1
0,47,12,0,0,0,0,0,0.494826918,-0.694213989,0,1
0,50,12,1,0,1,0,0,1.824345819,1.362125515,0,0
0,44,12,0,0,0,0,0,1.232219654,0.898421516,0,0
0,28,12,1,0,1,0,0,1.418873994,1.475831234,0,0
0,54,12,0,0,1,0,0,0.924257094,-0.301622913,0,1
0,55,12,0,1,1,0,0,1.460731624,0.428059119,0,0
0,47,12,0,0,1,0,0,0.389690603,-0.486328195,0,1
0,25,12,1,0,0,0,0,1.428388053,1.418129558,0,1
0,44,12,0,0,1,0,0,0.823544859,0.410821634,0,1
0,50,12,1,0,1,0,0,0.717963868,-0.117819209,0,0
0,23,12,1,0,0,0,0,2.017758194,2.07923231,1,1
0,49,14,0,0,1,0,0,-0.842853638,-2.192603905,0,0
0,55,14,0,0,1,0,0,1.071416189,0.069665934,0,0
0,34,14,1,0,1,0,0,1.313925558,1.380369978,0,0
0,34,16,0,0,1,0,0,-0.018327562,-0.009813097,1,1
0,55,13,0,1,1,0,0,1.637125461,0.669503201,0,0
0,52,12,0,0,1,0,0,2.090539036,1.474070953,0,0
0,52,15,0,0,1,0,0,0.81548399,0.037608346,0,0
0,30,16,0,0,1,0,0,-1.517681846,-1.831489089,0,0
0,21,12,0,0,0,0,0,0.973408128,0.99122932,0,0
0,30,17,0,0,0,0,0,-0.370805236,-0.279306204,0,0
0,44,12,0,0,1,0,0,0.71905819,0.24819633,0,0
0,46,12,0,0,0,0,0,1.410524825,1.023608952,0,1
0,53,17,0,0,1,0,0,-1.179656982,-2.082864191,0,0
0,26,16,0,0,0,0,0,0.855627625,1.164833166,1,1
0,49,12,0,0,1,0,0,0.365046165,-0.74665367,1,1
0,39,15,0,0,1,0,0,-0.629733818,-0.97678625,1,1
0,26,17,0,0,1,0,0,-1.415148724,-1.495700186,1,1
0,32,16,0,0,1,0,0,-1.019871544,-1.014746509,0,1
0,34,12,0,0,1,0,0,-0.153028508,-0.276916446,0,0
0,31,14,0,0,1,0,0,-0.278298155,-0.20645018,0,0
0,39,17,0,1,1,0,0,0.739427839,0.72352761,1,1
0,40,17,0,0,1,0,0,-1.431210724,-1.716708012,0,1
0,31,12,0,0,1,0,0,2.57757039,3.109442591,0,0
0,27,13,0,0,1,0,0,1.300497053,1.569180069,1,1
0,48,12,0,0,1,0,0,0.847496615,0.128194355,0,0
0,41,13,0,0,1,0,0,-0.145204655,-0.793652168,0,0
0,26,14,0,0,0,0,0,1.687475163,1.896193037,0,0
0,50,17,0,0,0,0,0,-0.673063357,-1.451993337,0,1
0,48,12,0,0,1,0,0,0.81292716,0.103754552,1,1
0,45,16,0,0,1,0,0,1.571240617,1.932608467,0,0
0,37,13,0,0,1,0,0,0.445740023,0.2985312,0,0
0,33,12,0,0,1,0,0,1.751057466,1.953909651,0,1
0,31,12,0,0,1,0,0,0.513602373,0.497960438,0,0
0,36,12,1,0,1,0,0,1.325537128,1.286850374,1,1
0,44,13,0,0,1,0,0,1.602865974,1.587170025,0,0
0,28,17,0,0,1,0,0,-0.76370393,-0.75669039,0,0
0,30,17,0,0,1,0,0,1.048000948,1.742279185,0,0
0,42,16,0,0,1,0,0,0.059406065,-0.156879914,0,1
0,30,12,0,0,1,0,0,0.663432713,0.678511535,0,0
0,27,16,0,0,1,0,0,0.716042261,1.007402379,0,1
0,37,12,0,0,1,0,0,1.353510565,1.51707158,0,0
0,37,12,0,0,1,0,0,1.141097573,1.157415544,0,0
0,45,12,0,0,1,0,0,-0.371247164,-1.191888102,1,1
0,35,16,0,0,1,0,0,-0.851098176,-1.044864743,0,1
0,37,17,0,0,1,0,0,-0.795337229,-1.016598776,1,1
0,27,17,0,0,1,0,0,-0.233029036,-0.083474154,0,0
0,47,14,0,0,1,0,0,0.588455414,-0.029963226,0,0
0,48,12,0,0,1,0,0,0.843570596,0.161179164,0,0
0,42,12,0,0,1,0,0,-0.070136547,-0.710569617,0,0
0,43,12,0,0,1,0,0,0.913926513,0.627128997,0,1
0,46,12,0,0,1,0,0,1.144019503,0.728585887,0,0
0,46,12,0,0,1,0,0,1.108503282,0.695616292,0,1
0,46,12,0,0,1,0,0,1.472781216,0.964965732,0,0
0,29,16,0,0,1,0,0,0.669821601,0.965940398,1,1
0,39,13,0,0,1,0,0,0.830734939,0.682695397,0,0
0,32,12,0,0,1,0,0,0.861331549,0.907884367,0,0
0,48,16,0,0,1,0,0,-1.410986203,-2.179062369,0,0
0,48,16,0,0,1,0,0,-0.165080606,-0.714477805,0,1
0,41,13,0,0,1,0,0,0.588986445,0.308309489,0,0
0,42,13,0,0,1,0,0,0.605325185,0.305757755,0,0
0,42,13,0,0,1,0,0,-0.334666274,-1.022001947,0,0
0,42,13,0,0,1,0,0,-0.215861401,-0.967856705,0,1
0,54,13,0,0,1,0,0,1.351346833,0.436538231,0,0
0,29,14,0,0,1,0,0,0.525020207,0.676321831,0,0
0,54,12,0,0,1,0,0,1.352642591,0.325357945,0,0
0,54,12,0,0,1,0,0,0.930643106,-0.29358194,0,0
0,26,14,0,0,1,0,0,0.753350353,0.97097768,0,0
0,43,17,0,0,1,0,0,-0.040986782,-0.316873431,1,1
0,54,12,0,0,1,0,0,0.578948116,-0.799803745,0,1
0,37,12,0,0,1,0,0,0.822737011,0.746305461,0,0
0,54,16,0,0,1,0,0,-0.635701676,-1.654119731,0,0
0,48,17,0,0,1,0,0,-0.957615081,-1.656833935,0,0
0,44,12,0,0,1,0,0,0.512697871,-0.040492574,0,0
0,54,12,0,0,1,0,0,1.05586082,-0.103166946,0,0
0,38,12,0,0,1,0,0,0.418334379,0.123576804,0,0
0,37,13,0,0,1,0,0,1.319779389,1.545000082,0,0
0,27,17,0,0,1,0,0,-0.996930696,-0.895453248,0,1
0,51,12,0,0,1,0,0,0.685817249,-0.350531556,0,0
0,39,12,0,0,1,0,0,0.398953067,0.102030775,0,0
0,55,14,0,0,1,0,0,1.353966856,0.200130022,0,1
0,54,13,0,0,1,0,0,0.771561911,-0.422824943,0,0
0,54,13,0,0,1,0,0,1.336924388,0.434435389,0,0
0,34,12,0,0,1,0,0,-0.251697648,-0.361841255,0,0
0,50,14,0,0,1,0,0,0.39637689,-0.475137747,0,0
0,50,12,0,0,1,0,0,1.314938399,0.701010109,0,0
0,21,14,0,1,0,0,71.612903,1.19680854,1.429772832,1,1
0,26,12,0,0,1,0,71.612903,1.226289788,1.445948501,0,1
0,21,13,0,0,0,0,692.85484,0.290938267,0.497663717,1,1
0,23,16,0,0,1,0,1521.7742,-0.043941271,0.353757967,0,1
0,21,15,0,0,0,0,3222.5806,1.563985412,2.627500474,1,1
0,23,14,0,0,0,0,3401.6129,-0.367194413,-0.272957531,1,1
0,27,16,0,0,1,0,4833.871,-1.62429617,-1.587737922,0,0
